id,병원이름,주소,응급의료기관 종류,전화번호 1,전화번호 3,위도,경도,지역
480,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",권역응급의료센터,1577-0083,02-920-5374,37.58715608002366,127.02647086385966,Seoul_Gyungi
481,학교법인동은학원순천향대학교부속천안병원,충청남도 천안시 동남구 순천향6길 31 (봉명동),권역응급의료센터,041-570-2114,041-590-7019,36.8023584971179,127.135666806479,Chungchung
482,학교법인성균관대학삼성창원병원,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",권역응급의료센터,055-233-8899,055-233-6119,35.242599227316994,128.592430520838,Youngnam
483,학교법인울산공업학원울산대학교병원,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",권역응급의료센터,052-250-7000,052-250-7000,35.5200593154,129.4288047478,Youngnam
484,학교법인을지학원대전을지대학교병원,대전광역시 서구 둔산서로 95 (둔산동),지역응급의료센터,042-611-3000,042-259-1119,36.35506871267816,127.38199955857137,Honam
485,학교법인을지학원의정부을지대학교병원,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",지역응급의료센터,031-951-1000,031-8074-0119,37.7518290378344,127.050695679688,Seoul_Gyungi
486,한강수병원,"서울특별시 영등포구 영등포로 83, 한강수병원 (양평동1가)",응급실운영신고기관,02-1800-7119,02-2063-8413,37.5224047841717,126.890913736375,Seoul_Gyungi
487,한국보훈복지의료공단 부산보훈병원,부산광역시 사상구 백양대로 420 (주례동),지역응급의료기관,051-601-6000,051-601-6180,35.15333436517864,129.00656514354415,Youngnam
488,한국보훈복지의료공단 인천보훈병원,"인천광역시 미추홀구 인주대로 138, 인천보훈병원 지(1,2),1~7층 (용현동)",응급실운영신고기관,032-363-9800,,37.4557028395,126.6526043685,Seoul_Gyungi
489,한국보훈복지의료공단대구보훈병원,대구광역시 달서구 월곡로 60 (도원동),지역응급의료기관,053-630-7000,053-630-7014,35.80313747018647,128.55164640976287,Youngnam
490,한국보훈복지의료공단중앙보훈병원,서울특별시 강동구 진황도로61길 53 (둔촌동),지역응급의료센터,02-2225-1111,02-2225-1100,37.52822090089664,127.14671886173552,Seoul_Gyungi
491,한국원자력의학원원자력병원,"서울특별시 노원구 노원로 75, 한국원자력의학원 (공릉동)",지역응급의료기관,02-970-2114,02-970-2620,37.62881598133036,127.08269315796588,Seoul_Gyungi
492,한림대학교강남성심병원,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",지역응급의료센터,02-829-5114,02-829-5119,37.4932492859,126.9086725295,Seoul_Gyungi
493,한림대학교동탄성심병원,경기도 화성시 큰재봉길 7 (석우동),지역응급의료센터,031-8086-3000,031-8086-2119,37.216650193541184,127.08000809235828,Seoul_Gyungi
494,한림대학교성심병원,경기도 안양시 동안구 관평로170번길 22 (평촌동),권역응급의료센터,031-380-1500,031-380-1000,37.3916511961,126.9619708207,Seoul_Gyungi
495,한림대학교춘천성심병원,강원특별자치도 춘천시 삭주로 77 (교동),권역응급의료센터,033-240-5000,033-240-5219,37.88413581388737,127.73989454269612,Seoul_Gyungi
496,한림대학교한강성심병원,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",응급실운영신고기관,02-2639-5114,02-2639-5555,37.52346674579277,126.91033000120588,Seoul_Gyungi
497,한마음병원,제주특별자치도 제주시 연신로 52   (이도이동),지역응급의료센터,064-750-9000,064-750-9119,33.4962612399279,126.54622454609036,Jeju
498,한양대학교구리병원,경기도 구리시 경춘로 153 (교문동),지역응급의료센터,1644-9118,1644-9118,37.6012760077,127.13250756940002,Seoul_Gyungi
499,한양대학교병원,서울특별시 성동구 왕십리로 222-1 (사근동),권역응급의료센터,02-2290-8114,02-2290-8284,37.559944533564746,127.04488284061982,Seoul_Gyungi
500,한일병원,"경상남도 진주시 범골로 17, 한일병원 지하1 1~7층 (충무공동)",지역응급의료센터,055-759-7777,055-750-1333,35.16696519825003,128.128547657113,Youngnam
501,함양성심병원,경상남도 함양군 함양읍 고운로 70,지역응급의료기관,055-963-4322,055-964-4322,35.52046827900683,127.72924773802184,Youngnam
502,해남우리종합병원,전라남도 해남군 옥천면 해남로 597,지역응급의료기관,061530-7000,061-530-7119,34.58423738321411,126.64658297551144,Honam
503,해피뷰병원,광주광역시 북구 경열로 216 (유동),응급실운영신고기관,062-519-9000,062-519-9119,35.15846280570811,126.9066923373126,Honam
504,행복한병원,경상남도 밀양시 하남읍 수산중앙로 56-2,응급실운영신고기관,055-391-0090,,35.37461994215032,128.7114865036199,Youngnam
505,행복한병원,"대구광역시 달성군 유가읍 테크노순환로12길 4, 1층,4~6층(1층 사우나홀,113~117호,119~120호,405~407호,5층,601~607호",응급실운영신고기관,053-210-8000,053-210-8082,35.69330550768229,128.47043956090056,Youngnam
506,현대병원,경기도 남양주시 진접읍 봉현로 21,지역응급의료센터,031-574-9118~9,031-574-0114,37.715486551355895,127.17984989970032,Seoul_Gyungi
507,현대병원,충청남도 아산시 시민로 388 (온천동),지역응급의료기관,041-546-3636,041-546-7744,36.78311829920936,127.00097027728452,Chungchung
508,현대유비스병원,인천광역시 미추홀구 독배로 503 (숭의동),지역응급의료기관,032-888-7575,032-890-5582,37.46174383349464,126.64314168953122,Seoul_Gyungi
509,혜민병원,서울특별시 광진구 자양로 85 (자양동),지역응급의료기관,02-2049-9000,02-2049-9119,37.535315660180416,127.08360130258502,Seoul_Gyungi
510,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",응급실운영신고기관,0318151119,,37.6501095660175,127.238321935956,Seoul_Gyungi
511,홍익병원,"서울특별시 양천구 목동로 225, 홍익병원본관 (신정동)",지역응급의료기관,02-2693-5555,02-2600-0777,37.52844147447355,126.8636640030062,Seoul_Gyungi
512,홍천아산병원,강원특별자치도 홍천군 홍천읍 산림공원1길 17,지역응급의료기관,033-430-5211,033-430-5119,37.69082165229579,127.89490721695594,Seoul_Gyungi
513,화성디에스병원,"경기도 화성시 남양읍 시청로160번길 46-13, 1,3~8층",지역응급의료기관,1600-5982,031-5180-7777,37.19922971137399,126.82571090454118,Seoul_Gyungi
514,화성유일병원,경기도 화성시 남양읍 남양로920번길 6,응급실운영신고기관,031-355-0119,031-351-0129,37.21778332253106,126.83265357240964,Seoul_Gyungi
515,화순고려병원,전라남도 화순군 화순읍 충의로 109,응급실운영신고기관,061-370-3700,061-370-3778,35.05595373646754,126.98963562835073,Honam
516,화순성심병원,전라남도 화순군 화순읍 만연로 31,응급실운영신고기관,061-370-9114,061-370-9118,35.05844089636795,126.98987847235264,Honam
517,화순전남대학교병원,전라남도 화순군 화순읍 서양로 322,지역응급의료센터,061-379-7120,061-379-8882,35.0586707410237,127.002108292339,Honam
518,화천군보건의료원,강원특별자치도 화천군 화천읍 강변로 111 (화천군보건의료원),지역응급의료기관,033-441-4000,033-440-2880,38.1073824571151,127.708883438378,Gangwon
519,횡성대성병원,강원특별자치도 횡성군 횡성읍 횡성로 275,지역응급의료기관,033-343-0901,033-345-1191,37.47845901170136,127.97994775890872,Seoul_Gyungi
520,효산의료재단안양샘병원,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",지역응급의료센터,031-467-9717,031-467-9119,37.39340413136221,126.92447734066778,Seoul_Gyungi
521,효산의료재단지샘병원,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",지역응급의료센터,031-389-3000,031-389-3119,37.35864464913468,126.94735972779895,Seoul_Gyungi
522,효성시티병원,부산광역시 해운대구 해운대로 135 (재송동),응급실운영신고기관,051-709-3000,051-709-3119,35.18541271514478,129.12145899191526,Youngnam
523,흑룡의원,인천광역시 옹진군 백령면 백령로 831,응급실운영신고기관,032-837-6873,032-837-3153,37.959524356,124.6654985764,Seoul_Gyungi
524,희명병원,서울특별시 금천구 시흥대로 244 (시흥동),지역응급의료기관,02-804-0002,02-809-0122,37.45567063464179,126.90056251863876,Seoul_Gyungi
